InvoiceID,InvoiceDate,CustomerID,ProductID,Quantity,Category,UnitPrice,DiscountPct,NetSales,Cost
INV00076,2024-04-22,C100,P002,-1,Monitors,282.3623610748973,0.0,1411.8118053744865,988.2682637621405
INV00077,2024-01-02,C068,P026,6,Phones,476.9222151957536,0.0,2861.5332911745218,2231.995967116127
INV00078,2024-05-09,C091,P030,5,Monitors,245.9124023286681,0.2,983.6496093146724,688.5547265202706
INV00079,2024-08-07,C064,P030,1,Monitors,230.3285890849283,0.15,195.77930072218905,137.04551050553232
INV00080,2024-02-23,C017,P005,3,Accessories,46.92087805470899,0.0,140.76263416412698,70.38131708206349
INV00081,2024-12-08,C012,P003,7,Laptops,762.711755666969,0.05,5072.033175185344,4463.389194163103
INV00082,2024-08-11,C022,P029,7,Monitors,293.374942300147,0.15,1745.5809066858747,1221.9066346801121
INV00083,2024-08-12,C017,P028,2,Phones,536.7732903670686,0.0,1073.5465807341373,837.3663329726271
INV00084,2024-05-05,C010,P029,2,Monitors,253.15721526867313,0.1,455.6829874836116,318.9780912385281
INV00085,2024-05-09,C065,P009,3,Accessories,32.522544972551934,0.15,82.93248968000742,41.46624484000371
INV00086,2024-02-22,C022,P020,2,Accessories,39.609539069152135,0.0,79.21907813830427,39.609539069152135
INV00087,2024-06-20,C090,P006,7,Monitors,240.77481050027322,0.0,1685.4236735019126,1179.7965714513387
INV00088,2024-08-05,C082,P018,6,Monitors,216.12188119751227,0.2,1037.385029748059,726.1695208236413
INV00089,2024-06-08,C050,P006,1,Monitors,265.64096035006565,0.05,252.35891233256237,176.65123863279365
INV00090,2024-07-16,C014,P019,1,Monitors,297.11509073682856,0.0,297.11509073682856,207.98056351577998
INV00091,2024-09-03,C064,P028,3,Phones,512.437762212905,0.0,1537.313286638715,1199.1043635781978
INV00092,2024-11-19,C047,P012,-1,Accessories,43.436052423103135,0.05,82.52849960389595,41.264249801947976
INV00093,2024-07-21,C029,P025,6,Monitors,206.84504525660168,0.1,1116.9632443856492,781.8742710699544
INV00094,2024-07-02,C076,P011,1,Accessories,38.682671933071916,0.1,34.814404739764726,17.407202369882363
INV00095,2024-05-02,C036,P002,1,Monitors,211.63584851644958,0.2,169.30867881315967,118.51607516921176
INV00096,2024-09-11,C099,P015,4,Monitors,261.27958355365104,0.0,1045.1183342146041,731.5828339502228
INV00097,2024-10-20,C052,P012,4,Accessories,47.015714531426475,0.05,178.6597152194206,89.3298576097103
INV00098,2024-10-06,C076,P012,7,Accessories,42.58844371954622,0.05,283.2131507349824,141.6065753674912
INV00099,2024-11-20,C007,P009,1,Accessories,33.22884877303075,0.05,31.56740633437921,15.783703167189605
INV00100,2024-04-07,C029,P021,3,Phones,470.9332409970166,0.0,1412.7997229910497,1101.983783933019
INV00101,2024-07-16,C011,P024,5,Monitors,255.06633794408518,0.2,1020.2653517763407,714.1857462434384
INV00102,2024-08-27,C033,P002,5,Monitors,240.32077561332522,0.15,1021.3632963566321,714.9543074496424
INV00103,2024-05-23,C006,P022,6,Laptops,1020.1118437710621,0.05,5814.6375094950545,5116.881008355648
INV00104,2024-04-06,C079,P003,1,Laptops,1013.2815616955961,0.05,962.6174836108163,847.1033855775183
INV00105,2024-07-19,C032,P012,1,Accessories,41.78929632165154,0.0,41.78929632165154,20.89464816082577
INV00106,2024-05-03,C051,P028,7,Phones,474.69158902654107,0.05,3156.699067026498,2462.225272280669
INV00107,2024-07-05,C075,P030,1,Monitors,225.53363737632444,0.1,202.98027363869198,142.08619154708438
INV00108,2024-11-21,C058,P026,3,Phones,421.1748636426259,0.05,1200.3483613814838,936.2717218775574
INV00109,2024-12-14,C087,P016,4,Laptops,847.7631660551594,0.2,2712.84213137651,2387.301075611329
INV00110,2024-09-15,C026,P021,1,Phones,482.6345034415439,0.05,458.5027782694667,357.632167050184
INV00111,2024-05-27,C098,P028,1,Phones,535.1645850208147,0.0,535.1645850208147,417.4283763162355
INV00112,2024-09-08,C046,P024,7,Monitors,265.81598242975736,0.1,1674.6406893074716,1172.24848251523
INV00113,2024-12-11,C098,P026,2,Phones,414.0216279282514,0.0,828.0432558565028,645.8737395680722
INV00114,2024-05-26,C029,P030,7,Monitors,239.52593154311577,0.0,1676.6815208018104,1173.6770645612671
INV00115,2024-05-27,C004,P001,7,Accessories,34.9084618754778,0.0,244.35923312834458,122.17961656417229
INV00116,2024-12-17,C081,P021,3,Phones,431.36254106336116,0.05,1229.3832420305791,958.9189287838518
INV00117,2024-07-17,C099,P003,6,Laptops,1017.8287739054085,0.1,5496.275379089207,4836.722333598502
INV00118,2024-11-03,C013,P020,1,Accessories,32.670643467460124,0.05,31.037111294087115,15.518555647043557
INV00119,2024-05-07,C039,P002,7,Monitors,241.91828759021215,0.1,1524.0852118183366,1066.8596482728356
INV00120,2024-02-08,C015,P009,7,Accessories,34.69125849226429,0.05,230.6968689735575,115.34843448677876
INV00121,2024-12-03,C029,P019,2,Monitors,287.9330215678474,0.0,575.8660431356948,403.1062301949863
INV00122,2024-12-25,C029,P015,7,Monitors,255.70405132750352,0.1,1610.9355233632723,1127.6548663542906
INV00123,2024-05-08,C075,P018,5,Monitors,223.1380636376848,0.0,1115.690318188424,780.9832227318968
INV00124,2024-09-23,C032,P026,6,Phones,500.4854574332753,0.0,3002.912744599652,2342.2719407877285
INV00125,2024-05-30,C002,P011,1,Accessories,43.70378175524985,0.05,41.518592667487354,20.759296333743677
INV00126,2024-10-24,C047,P025,1,Monitors,295.8118008919434,0.0,295.8118008919434,207.06826062436036
INV00127,2024-04-08,C078,P023,2,Phones,444.0892008490838,0.0,888.1784016981676,692.7791533245708
INV00128,2024-09-19,C084,P016,3,Laptops,1039.0254379665641,0.05,2961.222498204708,2605.875798420143
INV00129,2024-09-08,C022,P022,1,Laptops,1056.3494811002965,0.05,1003.5320070452817,883.1081661998479
INV00130,2024-05-23,C075,P017,5,Monitors,291.64205445320664,0.05,1385.2997586527315,969.709831056912
INV00131,2024-12-11,C027,P005,1,Accessories,42.166629709790556,0.2,33.733303767832446,16.866651883916223
INV00132,2024-04-21,C067,P012,5,Accessories,42.07713047095532,0.05,199.86636973703776,99.93318486851888
INV00133,2024-02-29,C081,P011,6,Accessories,38.451370130941164,0.15,196.10198766779993,98.05099383389997
INV00134,2024-01-02,C056,P030,6,Monitors,275.23978823037874,0.0,1651.4387293822724,1156.0071105675906
INV00135,2024-10-30,C092,P015,4,Monitors,253.1294018350932,0.05,961.8917269733541,673.3242088813479
INV00136,2024-09-10,C093,P027,4,Phones,535.4876142456588,0.15,1820.65788843524,1420.1131529794873
INV00137,2024-05-19,C021,P003,5,Laptops,874.2448453855664,0.05,4152.66301558144,3654.3434537116673
INV00138,2024-02-06,C047,P001,3,Accessories,43.70394342469022,0.1,118.00064724666359,59.000323623331795
INV00139,2024-06-08,C080,P020,1,Accessories,45.191544281672776,0.0,45.191544281672776,22.595772140836388
INV00140,2024-01-09,C059,P029,7,Monitors,214.6436256602816,0.0,1502.5053796219713,1051.7537657353798
INV00141,2024-08-20,C084,P016,1,Laptops,1019.854697606722,0.05,968.8619627263859,852.5985271992196
INV00142,2024-04-08,C006,P002,4,Monitors,254.0296531790307,0.0,1016.1186127161228,711.2830289012859
INV00143,2024-05-26,C019,P002,7,Monitors,284.46659090902244,0.15,1692.5762159086835,1184.8033511360784
INV00144,2024-10-30,C057,P003,5,Laptops,875.2686142827653,0.0,4376.343071413827,3851.1819028441673
INV00145,2024-07-26,C069,P008,7,Laptops,856.4545747378926,0.2,4796.145618532199,4220.608144308335
INV00146,2024-05-10,C003,P024,1,Monitors,291.5060732517222,0.2,233.2048586013778,163.24340102096446
INV00147,2024-05-31,C001,P028,1,Phones,450.2338535096803,0.0,450.2338535096803,351.18240573755065
INV00148,2024-02-23,C058,P015,3,Monitors,284.42123252861427,0.0,853.2636975858428,597.2845883100899
INV00149,2024-04-29,C038,P007,2,Laptops,894.2474061033855,0.15,1520.2205903757554,1337.7941195306648
INV00150,2024-06-09,C015,P006,7,Monitors,251.40954425512595,0.2,1407.8934478287056,985.5254134800938
INV00151,2024-04-25,C034,P009,4,Accessories,36.935492503831746,0.05,140.35487151456064,70.17743575728032
INV00152,2024-03-15,C061,P020,4,Accessories,41.16867520990425,0.0,164.674700839617,82.3373504198085
INV00153,2024-04-22,C035,P028,2,Phones,465.04223925524224,0.05,883.5802545849602,689.192598576269
INV00154,2024-04-13,C064,P001,1,Accessories,32.62831062786644,0.1,29.3654795650798,14.6827397825399
INV00155,2024-12-05,C025,P008,3,Laptops,817.9194979239682,0.0,2453.7584937719043,2159.3074745192757
INV00156,2024-09-10,C024,P023,3,Phones,401.27580868131815,0.1,1083.444683439559,845.086853082856
INV00157,2024-08-14,C012,P023,4,Phones,595.6709574113713,0.0,2382.6838296454853,1858.4933871234787
INV00158,2024-04-21,C018,P003,3,Laptops,1067.6689955351092,0.0,3203.0069866053273,2818.646148212688
INV00159,2024-04-08,C015,P004,6,Accessories,38.32248475955688,0.0,229.93490855734126,114.96745427867063
INV00160,2024-06-01,C080,P026,2,Phones,545.6741708679291,0.0,1091.3483417358582,851.2517065539694
INV00161,2024-12-14,C027,P025,1,Monitors,234.5806098410425,0.0,234.5806098410425,164.20642688872974
INV00162,2024-12-31,C072,P015,6,Monitors,267.1093157085976,0.05,1522.5230995390061,1065.7661696773043
INV00163,2024-12-03,C060,P006,2,Monitors,280.5430043045979,0.0,561.0860086091958,392.76020602643706
INV00164,2024-07-12,C046,P015,5,Monitors,294.6756244692241,0.0,1473.3781223461206,1031.3646856422843
INV00165,2024-11-05,C089,P021,7,Phones,480.0424551699344,0.0,3360.2971861895408,2621.0318052278417
INV00166,2024-06-11,C017,P003,4,Laptops,1001.9872738641772,0.2,3206.359276365367,2821.596163201523
INV00167,2024-07-26,C093,P025,3,Monitors,226.59284506321188,0.05,645.7896084301539,452.0527259011077
INV00168,2024-06-17,C053,P021,5,Phones,598.0664607587296,0.05,2840.8156886039656,2215.8362371110934
INV00169,2024-06-09,C008,P021,3,Phones,405.15391975287025,0.05,1154.6886712956803,900.6571636106306
INV00170,2024-03-08,C079,P014,6,Accessories,41.65646090401793,0.2,199.95101233928608,99.97550616964304
INV00171,2024-10-15,C027,P020,1,Accessories,42.552095706421234,0.0,42.552095706421234,21.276047853210617
INV00172,2024-10-03,C046,P014,1,Accessories,43.00872891318606,0.1,38.70785602186746,19.35392801093373
INV00173,2024-10-30,C050,P004,1,Accessories,33.926201260625426,0.1,30.533581134562883,15.266790567281442
INV00174,2024-05-14,C071,P012,3,Accessories,47.01647653557009,0.05,133.99695812637475,66.99847906318738
INV00175,2024-07-13,C003,P017,5,Monitors,218.1183279050083,0.0,1090.5916395250415,763.414147667529
INV00176,2024-05-07,C093,P007,1,Laptops,944.1912251663427,0.1,849.7721026497085,747.7994503317435
INV00177,2024-02-02,C064,P009,5,Accessories,35.562817265969365,0.0,177.81408632984682,88.90704316492341
INV00178,2024-06-24,C044,P003,3,Laptops,830.5979101276575,0.05,2367.2040438638237,2083.139558600165
INV00179,2024-01-22,C053,P028,6,Phones,509.2917083456249,0.1,2750.1752250663744,2145.136675551772
INV00180,2024-08-25,C024,P013,5,Accessories,38.675094697033224,0.0,193.3754734851661,96.68773674258306
INV00181,2024-06-06,C060,P015,6,Monitors,216.02256009765063,0.1,1166.5218245273134,816.5652771691193
INV00182,2024-02-07,C003,P018,3,Monitors,217.09364024208483,0.0,651.2809207262545,455.89664450837813
INV00183,2024-08-17,C020,P019,3,Monitors,241.81447881627997,0.1,652.899092803956,457.0293649627692
INV00184,2024-12-30,C046,P001,4,Accessories,44.11652765240801,0.05,167.64280507915043,83.82140253957522
INV00185,2024-02-20,C015,P006,3,Monitors,289.7964646847788,0.0,869.3893940543364,608.5725758380355
INV00186,2024-09-20,C025,P027,3,Phones,416.8255324518766,0.0,1250.4765973556298,975.3717459373913
INV00187,2024-10-09,C094,P027,2,Phones,478.6207815118802,0.2,765.7932504190084,597.3187353268265
INV00188,2024-01-27,C078,P023,1,Phones,420.0491127445753,0.0,420.0491127445753,327.63830794076875
INV00189,2024-08-13,C071,P027,4,Phones,403.3184961265196,0.0,1613.2739845060785,1258.3537079147413
INV00190,2024-10-03,C017,P027,7,Phones,532.3437365287913,0.0,3726.406155701539,2906.5968014472005
INV00191,2024-10-12,C084,P002,4,Monitors,260.24494419665876,0.05,988.9307879473032,692.2515515631122
INV00192,2024-04-06,C100,P024,4,Monitors,216.30191138148862,0.05,821.9472632496568,575.3630842747597
INV00193,2024-10-10,C009,P014,7,Accessories,35.74100532948903,0.0,250.18703730642318,125.09351865321159
INV00194,2024-11-12,C038,P006,2,Monitors,202.37077536445187,0.0,404.74155072890375,283.3190855102326
INV00195,2024-10-30,C048,P014,6,Accessories,45.359155291110454,0.0,272.1549317466627,136.07746587333136
INV00196,2024-05-26,C060,P004,3,Accessories,47.59504953677683,0.0,142.78514861033048,71.39257430516524
INV00197,2024-01-04,C063,P021,1,Phones,427.0919073589382,0.05,405.73731199099126,316.4751033529732
INV00198,2024-02-04,C086,P008,5,Laptops,803.3310769555073,0.1,3614.989846299783,3181.191064743809
INV00199,2024-07-10,C002,P030,7,Monitors,286.84095239469343,0.0,2007.886666762854,1405.5206667339978
INV00200,2024-02-18,C088,P003,6,Laptops,1053.5269672642264,0.0,6321.161803585359,5562.622387155116
INV00201,2024-01-17,C072,P019,7,Monitors,241.96273828068104,0.0,1693.7391679647671,1185.617417575337
INV00202,2024-06-20,C011,P030,3,Monitors,205.0622472269074,0.2,492.1493933445778,344.50457534120443
INV00203,2024-08-07,C064,P014,2,Accessories,32.63026933908512,0.2,52.20843094253619,26.104215471268095
INV00204,2024-06-06,C077,P027,7,Phones,514.789973213802,0.1,3243.1768312469526,2529.6779283726232
INV00205,2024-02-15,C081,P020,3,Accessories,38.286321742290866,0.0,114.8589652268726,57.4294826134363
INV00206,2024-01-06,C072,P017,3,Monitors,202.86524275776546,0.0,608.5957282732963,426.01700979130743
INV00207,2024-04-08,C021,P025,2,Monitors,258.3252392312557,0.0,516.6504784625114,361.65533492375795
INV00208,2024-08-20,C018,P008,4,Laptops,724.068913172048,0.0,2896.275652688192,2548.722574365609
INV00209,2024-02-06,C094,P024,4,Monitors,278.7371958149273,0.05,1059.2013440967237,741.4409408677066
INV00210,2024-10-06,C064,P014,1,Accessories,36.90292516325394,0.1,33.21263264692855,16.606316323464274
INV00211,2024-12-14,C082,P026,1,Phones,408.0516006018464,0.15,346.84386051156946,270.5382111990242
INV00212,2024-10-28,C095,P006,4,Monitors,258.83522209831534,0.1,931.8067995539352,652.2647596877546
INV00213,2024-06-29,C038,P023,6,Phones,479.53688288661095,0.0,2877.2212973196656,2244.232611909339
INV00214,2024-04-04,C032,P022,5,Laptops,1070.5681488085738,0.1,4817.556669638582,4239.4498692819525
INV00215,2024-04-08,C011,P016,3,Laptops,915.9115185013328,0.0,2747.7345555039983,2418.0064088435183
INV00216,2024-07-06,C045,P025,5,Monitors,227.52391810370085,0.0,1137.6195905185043,796.333713362953
INV00217,2024-04-25,C089,P019,3,Monitors,270.94388646339746,0.1,731.5484934511732,512.0839454158212
INV00218,2024-07-09,C033,P014,4,Accessories,36.34387204068338,0.0,145.37548816273352,72.68774408136676
INV00219,2024-09-09,C041,P019,1,Monitors,290.4243291407565,0.05,275.9031126837187,193.13217887860307
INV00220,2024-06-09,C008,P003,6,Laptops,854.8999093826554,0.0,5129.399456295932,4513.871521540421
INV00221,2024-09-12,C011,P010,1,Phones,509.97371255524104,0.1,458.9763412997169,358.0015462137792
INV00222,2024-11-18,C086,P019,5,Monitors,205.05731038242288,0.1,922.757896720903,645.930527704632
INV00223,2024-05-07,C051,P009,1,Accessories,38.81793980723569,0.0,38.81793980723569,19.408969903617844
INV00224,2024-01-18,C088,P028,4,Phones,566.472707932199,0.1,2039.3017485559164,1590.655363873615
INV00225,2024-10-07,C041,P020,6,Accessories,44.89038088581347,0.0,269.3422853148808,134.6711426574404
INV00226,2024-08-10,C017,P013,5,Accessories,35.58909694165642,0.05,169.048210472868,84.524105236434
INV00227,2024-02-23,C076,P007,6,Laptops,801.3884655638026,0.1,4327.497714044534,3808.1979883591903
INV00228,2024-02-27,C046,P014,3,Accessories,45.07688499541179,0.1,121.70758948761184,60.85379474380592
INV00229,2024-11-18,C032,P009,1,Accessories,46.886374722709206,0.2,37.50909977816737,18.754549889083684
INV00230,2024-12-25,C079,P027,6,Phones,419.07218425460076,0.0,2514.4331055276043,1961.2578223115315
INV00231,2024-06-22,C080,P028,2,Phones,490.0117278852451,0.1,882.0211101934411,687.9764659508841
INV00232,2024-10-06,C054,P023,1,Phones,467.49085579284576,0.05,444.11631300320346,346.41072414249874
INV00233,2024-04-23,C086,P025,3,Monitors,287.0688455457439,0.15,732.0255561416469,512.4178892991528
INV00234,2024-10-14,C092,P028,6,Phones,416.7049829360038,0.0,2500.2298976160228,1950.1793201404978
INV00235,2024-12-07,C020,P019,5,Monitors,221.11259425580374,0.1,995.0066741511168,696.5046719057817
INV00236,2024-05-30,C033,P015,3,Monitors,275.2468337586495,0.05,784.4534762121509,549.1174333485056
INV00237,2024-05-06,C074,P020,2,Accessories,32.82070158369945,0.0,65.6414031673989,32.82070158369945
INV00238,2024-06-03,C040,P014,6,Accessories,39.880566091428626,0.05,227.31922672114317,113.65961336057158
INV00239,2024-09-29,C032,P024,7,Monitors,244.210703467972,0.0,1709.474924275804,1196.6324469930626
INV00240,2024-04-13,C097,P006,7,Monitors,233.44011789887486,0.05,1552.3767840275177,1086.6637488192623
INV00241,2024-10-25,C002,P021,4,Phones,478.91446306378475,0.15,1628.309174416868,1270.081156045157
INV00242,2024-09-02,C097,P029,1,Monitors,252.99405869302328,0.05,240.3443557583721,168.24104903086047
INV00243,2024-06-24,C033,P004,5,Accessories,34.58187773421413,0.05,164.26391923751711,82.13195961875856
INV00244,2024-02-08,C077,P008,4,Laptops,925.9185161820934,0.05,3518.490361491955,3096.27151811292
INV00245,2024-06-18,C030,P017,6,Monitors,280.5432329299986,0.0,1683.2593975799919,1178.2815783059941
INV00246,2024-09-03,C033,P030,7,Monitors,276.0160929790159,0.0,1932.1126508531115,1352.478855597178
INV00247,2024-01-26,C077,P009,7,Accessories,34.46239847510038,0.05,229.17494985941752,114.58747492970876
INV00248,2024-12-20,C026,P001,7,Accessories,34.38799151586358,0.0,240.71594061104508,120.35797030552254
INV00249,2024-11-01,C022,P024,6,Monitors,226.81743677449134,0.0,1360.904620646948,952.6332344528635
INV00250,2024-01-13,C066,P020,7,Accessories,37.7771956214566,0.05,251.21835088268637,125.60917544134318
INV00251,2024-11-11,C038,P025,3,Monitors,240.84555814084825,0.0,722.5366744225448,505.7756720957813
INV00252,2024-11-08,C090,P014,6,Accessories,42.87515546933353,0.0,257.2509328160012,128.6254664080006
INV00253,2024-02-05,C046,P011,5,Accessories,32.90688691465337,0.05,156.3077128446035,78.15385642230174
INV00254,2024-06-21,C015,P021,4,Phones,406.9345408452133,0.0,1627.7381633808532,1269.6357674370656
INV00255,2024-01-20,C098,P003,5,Laptops,861.0878026598073,0.15,3659.623161304181,3220.468381947679
INV00256,2024-11-16,C044,P009,2,Accessories,43.15461907420769,0.15,73.36285242615307,36.681426213076534
INV00257,2024-09-20,C049,P027,7,Phones,438.6870685912965,0.1,2763.7285321251684,2155.7082550576315
INV00258,2024-05-21,C075,P014,2,Accessories,42.264071700100025,0.0,84.52814340020005,42.264071700100025
INV00259,2024-05-22,C061,P030,1,Monitors,225.98281379402997,0.1,203.38453241462696,142.36917269023886
INV00260,2024-04-01,C067,P009,1,Accessories,46.177377741016265,0.1,41.55963996691464,20.77981998345732
INV00261,2024-12-19,C006,P004,2,Accessories,46.331039108265855,0.1,83.39587039487854,41.69793519743927
